caseNo,round,businessDate,scenario,expectedIntent,actualIntent,intentMatched,taskId,reportId,traceId,taskStatus,reportStatus,passed,wallClockDurationMs,taskDurationMs,toolInvocationCount,toolSuccessCount,toolCodes,markdownLength,gmv,orderCount,refundRate,negativeCount,productCandidateCount,adCost,adRoi,externalVisitors,errorMessage
92,4,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,263,228,tr_c0b4619a0e0249fa8a28e10551f49b17,SUCCESS,SUCCESS,True,546.3,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
93,4,2018-08-03,daily_review,daily_review,daily_review,True,264,229,tr_18d49493719f4f379d5c4215553342a1,SUCCESS,SUCCESS,True,722.1,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
94,4,2018-08-03,comment_risk,comment_risk,comment_risk,True,265,230,tr_5357729fe2264e9ead440ee81cdd4ed2,SUCCESS,SUCCESS,True,664.7,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
95,4,2018-08-03,product_optimization,product_optimization,product_optimization,True,266,231,tr_da94e6290c2747408e151a8a2ed5a032,SUCCESS,SUCCESS,True,780.2,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
96,4,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,267,232,tr_816a804596b549a9bb6904be121e5632,SUCCESS,SUCCESS,True,568,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
97,4,2018-08-04,daily_review,daily_review,daily_review,True,268,233,tr_fa62425da81c4f97af3ebdf81310cc7b,SUCCESS,SUCCESS,True,813.7,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
98,4,2018-08-04,comment_risk,comment_risk,comment_risk,True,269,234,tr_6262bf31f4ab49c48d75852a6eab9a8e,SUCCESS,SUCCESS,True,613.3,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
99,4,2018-08-04,product_optimization,product_optimization,product_optimization,True,270,235,tr_9711af5636c94017a32418482d04dc4b,SUCCESS,SUCCESS,True,569.1,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
100,4,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,271,236,tr_81cd8acabcb640d8982f31f7f0703aee,SUCCESS,SUCCESS,True,622.4,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
101,4,2018-08-05,daily_review,daily_review,daily_review,True,272,237,tr_4e499f5fa7744918b5334435cc2b95bf,SUCCESS,SUCCESS,True,751.3,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
102,4,2018-08-05,comment_risk,comment_risk,comment_risk,True,273,238,tr_1192136ec3ce4361be0a437dd70ec674,SUCCESS,SUCCESS,True,553.8,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
103,4,2018-08-05,product_optimization,product_optimization,product_optimization,True,274,239,tr_c1b5c608368047c9905806b1f6a1f4ce,SUCCESS,SUCCESS,True,584.1,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
104,4,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,275,240,tr_6cba31c738b14b02a4b1d95114bf651b,SUCCESS,SUCCESS,True,542.8,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
105,4,2018-08-06,daily_review,daily_review,daily_review,True,276,241,tr_eaa849cec15e496687b7c7163399d2ed,SUCCESS,SUCCESS,True,705.2,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
106,4,2018-08-06,comment_risk,comment_risk,comment_risk,True,277,242,tr_65b8d28086564bd6b0b8a900d1a55695,SUCCESS,SUCCESS,True,631.5,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
107,4,2018-08-06,product_optimization,product_optimization,product_optimization,True,278,243,tr_886671e1ea074e628c75dedad5c167fc,SUCCESS,SUCCESS,True,574.4,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
108,4,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,279,244,tr_c0a046c86f2a4c39b3f621b3aa54e035,SUCCESS,SUCCESS,True,590.7,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
109,4,2018-08-07,daily_review,daily_review,daily_review,True,280,245,tr_2a7ec0d840ba448e91761c02efc3ca54,SUCCESS,SUCCESS,True,710.5,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
110,4,2018-08-07,comment_risk,comment_risk,comment_risk,True,281,246,tr_21311dfacbed4a38b4a8ab7ab63a99ea,SUCCESS,SUCCESS,True,704.4,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
111,4,2018-08-07,product_optimization,product_optimization,product_optimization,True,282,247,tr_12172a20fc344a35819b701f0a3b2548,SUCCESS,SUCCESS,True,709.4,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
112,4,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,283,248,tr_2f79a2d2b9de40779312405467b2efed,SUCCESS,SUCCESS,True,697.2,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
113,5,2018-08-01,daily_review,daily_review,daily_review,True,284,249,tr_088a7f31fd8d41e5b27901d7445805bd,SUCCESS,SUCCESS,True,888.8,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
114,5,2018-08-01,comment_risk,comment_risk,comment_risk,True,285,250,tr_b9250f2158e647c5b157a53dc4768cbf,SUCCESS,SUCCESS,True,636.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
115,5,2018-08-01,product_optimization,product_optimization,product_optimization,True,286,251,tr_4f5d0948951b4c70996b3b9208b00e4d,SUCCESS,SUCCESS,True,625.1,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
116,5,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,287,252,tr_d8c7a16a0ace41d6bf16fe4ae818b9ef,SUCCESS,SUCCESS,True,580.4,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
117,5,2018-08-02,daily_review,daily_review,daily_review,True,288,253,tr_124139b78f304b128c40d51708191ee3,SUCCESS,SUCCESS,True,776.7,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
118,5,2018-08-02,comment_risk,comment_risk,comment_risk,True,289,254,tr_e2788a6c768445d0985c68d8b3b41cdc,SUCCESS,SUCCESS,True,682.1,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
119,5,2018-08-02,product_optimization,product_optimization,product_optimization,True,290,255,tr_fe4dac1aa5754318b67031ba54f99b23,SUCCESS,SUCCESS,True,523.5,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
120,5,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,291,256,tr_e44f68111615482fb0fa00b9fd6ba13e,SUCCESS,SUCCESS,True,839.9,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
121,5,2018-08-03,daily_review,daily_review,daily_review,True,292,257,tr_74daeb8257e54f32a524b772eb9b74eb,SUCCESS,SUCCESS,True,809.7,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
122,5,2018-08-03,comment_risk,comment_risk,comment_risk,True,293,258,tr_25fb36ae2245491aa9a83623418aa4c2,SUCCESS,SUCCESS,True,560.4,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
123,5,2018-08-03,product_optimization,product_optimization,product_optimization,True,294,259,tr_f77402ac55f84e99b56930ec2c8a1b5b,SUCCESS,SUCCESS,True,537.2,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
124,5,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,295,260,tr_03728ad8e2454f2a8b11e37062791216,SUCCESS,SUCCESS,True,609.9,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
125,5,2018-08-04,daily_review,daily_review,daily_review,True,296,261,tr_d7ab95484ea34b5a89fdc6be5c80f5f5,SUCCESS,SUCCESS,True,891.2,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
126,5,2018-08-04,comment_risk,comment_risk,comment_risk,True,297,262,tr_7793aaea358c4fa9a8d68fcfd3553799,SUCCESS,SUCCESS,True,617.3,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
127,5,2018-08-04,product_optimization,product_optimization,product_optimization,True,298,263,tr_0d6255533a1b4e63a1041a8ae1097b48,SUCCESS,SUCCESS,True,522.5,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
128,5,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,299,264,tr_ce41bfee50074ea19de4a742c2bb23f9,SUCCESS,SUCCESS,True,504.3,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
129,5,2018-08-05,daily_review,daily_review,daily_review,True,300,265,tr_4627c7eea2a54fb6a6b8596334f5bed6,SUCCESS,SUCCESS,True,659.7,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
130,5,2018-08-05,comment_risk,comment_risk,comment_risk,True,301,266,tr_cd1e8d5b6fa64565b61dc87489bdc877,SUCCESS,SUCCESS,True,536.9,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
131,5,2018-08-05,product_optimization,product_optimization,product_optimization,True,302,267,tr_849c9e887ce146d59150d71dd7a31b9f,SUCCESS,SUCCESS,True,616.6,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
132,5,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,303,268,tr_0634401fadc6489886ccc2b139a7ffb9,SUCCESS,SUCCESS,True,546.7,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
133,5,2018-08-06,daily_review,daily_review,daily_review,True,304,269,tr_b670caf2d8d641b69752d5c2ba7e0fbf,SUCCESS,SUCCESS,True,776.1,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
134,5,2018-08-06,comment_risk,comment_risk,comment_risk,True,305,270,tr_ca4fc91d73634e418a87833740ef6afb,SUCCESS,SUCCESS,True,539.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
135,5,2018-08-06,product_optimization,product_optimization,product_optimization,True,306,271,tr_2f714eba755141fcbc40bcd30183ed6e,SUCCESS,SUCCESS,True,526.5,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
136,5,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,307,272,tr_9a4ad31636114f05b06322f428e7bf94,SUCCESS,SUCCESS,True,514.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
137,5,2018-08-07,daily_review,daily_review,daily_review,True,308,273,tr_687f2afe5ddc459e8309d05231e03b15,SUCCESS,SUCCESS,True,686.1,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
138,5,2018-08-07,comment_risk,comment_risk,comment_risk,True,309,274,tr_b79e2e3f73b849c3a01f9949f1b45a74,SUCCESS,SUCCESS,True,532,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
139,5,2018-08-07,product_optimization,product_optimization,product_optimization,True,310,275,tr_d7818fec5eff4382bf7e3ec866ac743d,SUCCESS,SUCCESS,True,552,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
140,5,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,311,276,tr_2fbef193cb684335a75991be4b6981c8,SUCCESS,SUCCESS,True,616.4,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
141,6,2018-08-01,daily_review,daily_review,daily_review,True,312,277,tr_4793bef7a68e4a5ca8e6e4be8ac5d317,SUCCESS,SUCCESS,True,807.2,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
142,6,2018-08-01,comment_risk,comment_risk,comment_risk,True,313,278,tr_c54f8f0c22274ef68c3bba8fabf3a0ac,SUCCESS,SUCCESS,True,590,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
143,6,2018-08-01,product_optimization,product_optimization,product_optimization,True,314,279,tr_e8dd88ca252e487c965289c99ecd7de1,SUCCESS,SUCCESS,True,553.7,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
144,6,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,315,280,tr_7c4da0e3b06a4da894549f98b0a6e85d,SUCCESS,SUCCESS,True,527.9,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
145,6,2018-08-02,daily_review,daily_review,daily_review,True,316,281,tr_18219f7c38374335970d7004afc069fb,SUCCESS,SUCCESS,True,693.2,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
146,6,2018-08-02,comment_risk,comment_risk,comment_risk,True,317,282,tr_d1503daed12840f8997bff5ac84312ae,SUCCESS,SUCCESS,True,522.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
147,6,2018-08-02,product_optimization,product_optimization,product_optimization,True,318,283,tr_e367f3332bcd4ac2a3f09274c574a11e,SUCCESS,SUCCESS,True,688.8,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
148,6,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,319,284,tr_5e0d677b22c34b779ef1a961e91405a7,SUCCESS,SUCCESS,True,694.9,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
149,6,2018-08-03,daily_review,daily_review,daily_review,True,320,285,tr_3d94479d58914516b5b35a99be616c2e,SUCCESS,SUCCESS,True,745.2,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
150,6,2018-08-03,comment_risk,comment_risk,comment_risk,True,321,286,tr_c7403f51934a46c38e2658846377d167,SUCCESS,SUCCESS,True,619.3,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
151,6,2018-08-03,product_optimization,product_optimization,product_optimization,True,322,287,tr_d5d959d7afcd4fa89f298dcf2f24bcc2,SUCCESS,SUCCESS,True,550.4,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
152,6,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,323,288,tr_0580b82f83984061956cc2110c51293d,SUCCESS,SUCCESS,True,527.5,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
153,6,2018-08-04,daily_review,daily_review,daily_review,True,324,289,tr_4c563798ad014edb803ae40ac8f8ac16,SUCCESS,SUCCESS,True,714.9,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
154,6,2018-08-04,comment_risk,comment_risk,comment_risk,True,325,290,tr_c31d93942f0544998c62d61fe3a55947,SUCCESS,SUCCESS,True,528.4,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
155,6,2018-08-04,product_optimization,product_optimization,product_optimization,True,326,291,tr_4720a52954ad476eaf8c5b4d23675243,SUCCESS,SUCCESS,True,552.2,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
156,6,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,327,292,tr_8bd0deb6a36a46598b07fe1c3e460a8c,SUCCESS,SUCCESS,True,546.8,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
157,6,2018-08-05,daily_review,daily_review,daily_review,True,328,293,tr_b8c81756a2894d2392e685941f27be02,SUCCESS,SUCCESS,True,863.5,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
158,6,2018-08-05,comment_risk,comment_risk,comment_risk,True,329,294,tr_a43d5d9ab24e4a59b75dfe74a480760c,SUCCESS,SUCCESS,True,658.7,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
159,6,2018-08-05,product_optimization,product_optimization,product_optimization,True,330,295,tr_bf6b3a7ba666423db70995e23e3d4b4e,SUCCESS,SUCCESS,True,578.8,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
160,6,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,331,296,tr_bfdeabf9f1584cbba0b101b664dd1ba4,SUCCESS,SUCCESS,True,545,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
161,6,2018-08-06,daily_review,daily_review,daily_review,True,332,297,tr_325ec73ff28a4b67a52803987b7ea52b,SUCCESS,SUCCESS,True,770.8,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
162,6,2018-08-06,comment_risk,comment_risk,comment_risk,True,333,298,tr_b03f12fa523f4ba6b25a1184523bf082,SUCCESS,SUCCESS,True,537.8,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
163,6,2018-08-06,product_optimization,product_optimization,product_optimization,True,334,299,tr_b94a4d5e49b44bdda70058c69b6925eb,SUCCESS,SUCCESS,True,547.3,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
164,6,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,335,300,tr_c2059e87a5c444059b0839f486270174,SUCCESS,SUCCESS,True,556.6,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
165,6,2018-08-07,daily_review,daily_review,daily_review,True,336,301,tr_180c3a95533a4405a562029055b50df0,SUCCESS,SUCCESS,True,836.6,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
166,6,2018-08-07,comment_risk,comment_risk,comment_risk,True,337,302,tr_2cbc846a00804121b5074098d1b30504,SUCCESS,SUCCESS,True,652.2,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
167,6,2018-08-07,product_optimization,product_optimization,product_optimization,True,338,303,tr_37f58ceb86ce4822affccdf89f384584,SUCCESS,SUCCESS,True,597.8,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
168,6,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,339,304,tr_9bddac0f7cd94cf8ae56550c66728950,SUCCESS,SUCCESS,True,526.7,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
169,7,2018-08-01,daily_review,daily_review,daily_review,True,340,305,tr_665a9fa69e774fbdbc010d792fdb2135,SUCCESS,SUCCESS,True,703.7,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
170,7,2018-08-01,comment_risk,comment_risk,comment_risk,True,341,306,tr_35f199df5ebe43b8afb5bbb5c489bab9,SUCCESS,SUCCESS,True,516.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
171,7,2018-08-01,product_optimization,product_optimization,product_optimization,True,342,307,tr_6a8440e6e3354a0390f8744fe813ade5,SUCCESS,SUCCESS,True,536.2,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
172,7,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,343,308,tr_566bf12a8e6b495ea2faa0b66103824f,SUCCESS,SUCCESS,True,530.3,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
173,7,2018-08-02,daily_review,daily_review,daily_review,True,344,309,tr_67137acfd28044928cf74b7e38a0d1f9,SUCCESS,SUCCESS,True,705.3,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
174,7,2018-08-02,comment_risk,comment_risk,comment_risk,True,345,310,tr_4513a2e8e6644c86a305c7e37277108f,SUCCESS,SUCCESS,True,775.9,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
175,7,2018-08-02,product_optimization,product_optimization,product_optimization,True,346,311,tr_71c834aeda7f4a68ad5ea296a7186c7c,SUCCESS,SUCCESS,True,944.2,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
176,7,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,347,312,tr_55c895d9496044bd9950a30271697613,SUCCESS,SUCCESS,True,529.3,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
177,7,2018-08-03,daily_review,daily_review,daily_review,True,348,313,tr_c311ab4b6213440992fffbe579ab443e,SUCCESS,SUCCESS,True,746.3,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
178,7,2018-08-03,comment_risk,comment_risk,comment_risk,True,349,314,tr_697a11f1ae074b2eb84b6b4db7cc0b15,SUCCESS,SUCCESS,True,546.9,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
179,7,2018-08-03,product_optimization,product_optimization,product_optimization,True,350,315,tr_b67ea85de6404d65909f4c72f19ea65a,SUCCESS,SUCCESS,True,596.3,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
180,7,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,351,316,tr_1d26b57b4e95458bad977f69ad5d0f85,SUCCESS,SUCCESS,True,804.7,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
181,7,2018-08-04,daily_review,daily_review,daily_review,True,352,317,tr_cff6472d1ef140449e728571773fe296,SUCCESS,SUCCESS,True,822.8,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
182,7,2018-08-04,comment_risk,comment_risk,comment_risk,True,353,318,tr_4baaa9fdae17414a9c9abdfec15854f2,SUCCESS,SUCCESS,True,521.7,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
183,7,2018-08-04,product_optimization,product_optimization,product_optimization,True,354,319,tr_23ab767eccab4aa0880ab12c3d3b6b02,SUCCESS,SUCCESS,True,523.4,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
